Year,Units,Art der Belästigung,Altersklasse,Geschlecht,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Value
2010,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0
2011,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0
2012,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0
2013,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0
2014,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0
2015,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0
2016,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0
2017,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0
2018,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0
2019,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0
2020,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0
2021,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,|,0,,0.0007
2022,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0023
2023,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.002
2024,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Weiblich,0,,,0.0017
2010,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0
2011,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0
2012,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0
2013,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0
2014,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0
2015,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0
2016,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0
2017,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0
2018,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0
2019,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0
2020,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0
2021,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,|,0,,0.0003
2022,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0005
2023,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0004
2024,Prozent,Sexuelle Belästigung,13 Jahre und jünger,Männlich,0,,,0.0009
2010,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0393
2011,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0342
2012,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0341
2013,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0348
2014,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0345
2015,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0316
2016,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0295
2017,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0288
2018,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0295
2019,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0251
2020,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0289
2021,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,|,,,0.0289
2022,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0411
2023,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0392
2024,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,,,,,0.0439
2010,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0709
2011,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0627
2012,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0631
2013,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0637
2014,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0636
2015,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0604
2016,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0545
2017,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0515
2018,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0524
2019,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0449
2020,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0516
2021,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,|,,,0.0519
2022,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0734
2023,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0685
2024,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Weiblich,,,,0.0766
2010,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0094
2011,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0071
2012,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0066
2013,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0073
2014,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0069
2015,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,0,,,0.0046
2016,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0062
2017,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0075
2018,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0078
2019,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0063
2020,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0073
2021,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,|,,,0.007
2022,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0107
2023,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0117
2024,Prozent,Sexuelle Belästigung,14 bis unter 18 Jahre,Männlich,,,,0.0133
2010,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0286
2011,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0312
2012,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0322
2013,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0305
2014,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0329
2015,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0318
2016,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0298
2017,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0357
2018,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0341
2019,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0288
2020,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0397
2021,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,|,,,0.0375
2022,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0394
2023,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0389
2024,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,,,,,0.0427
2010,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0537
2011,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0589
2012,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0614
2013,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0578
2014,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0633
2015,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0612
2016,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0569
2017,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0694
2018,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.064
2019,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0533
2020,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0748
2021,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,|,,,0.0692
2022,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0726
2023,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0713
2024,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Weiblich,,,,0.0773
2010,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,0,,,0.0048
2011,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,0,,,0.0048
2012,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,0,,,0.0044
2013,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,0,,,0.0046
2014,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,0,,,0.0043
2015,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,0,,,0.0048
2016,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,,,,0.0054
2017,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,,,,0.0053
2018,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,,,,0.007
2019,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,,,,0.0065
2020,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,,,,0.0073
2021,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,|,,,0.0077
2022,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,,,,0.0082
2023,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,,,,0.0088
2024,Prozent,Sexuelle Belästigung,18 bis unter 21 Jahre,Männlich,,,,0.0109
2010,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0108
2011,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0119
2012,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0126
2013,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0123
2014,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0126
2015,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0126
2016,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0136
2017,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0129
2018,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.014
2019,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0132
2020,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0153
2021,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,|,,,0.0148
2022,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0156
2023,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0166
2024,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,,,,,0.0175
2010,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0192
2011,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0208
2012,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0224
2013,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0218
2014,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0223
2015,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0222
2016,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0239
2017,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0226
2018,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0245
2019,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0224
2020,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0263
2021,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,|,,,0.0253
2022,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0264
2023,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0278
2024,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Weiblich,,,,0.0289
2010,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,0,,,0.0027
2011,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,0,,,0.003
2012,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,0,,,0.0029
2013,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,0,,,0.0028
2014,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,0,,,0.0032
2015,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,0,,,0.0032
2016,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,0,,,0.0036
2017,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,0,,,0.0035
2018,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,0,,,0.0038
2019,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,0,,,0.0042
2020,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,0,,,0.0046
2021,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,|,0,,0.0048
2022,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,,,,0.0051
2023,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,,,,0.0058
2024,Prozent,Sexuelle Belästigung,21 bis unter 60 Jahre,Männlich,,,,0.0064
2010,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0031
2011,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0033
2012,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0033
2013,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0034
2014,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0032
2015,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0034
2016,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0035
2017,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0033
2018,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0035
2019,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0032
2020,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0034
2021,Prozent,Sexuelle Belästigung,60 Jahre und älter,,|,0,,0.0033
2022,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0032
2023,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0037
2024,Prozent,Sexuelle Belästigung,60 Jahre und älter,,0,,,0.0036
2010,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,0,,,0.005
2011,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0052
2012,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0052
2013,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0055
2014,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0052
2015,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0054
2016,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0056
2017,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0052
2018,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0054
2019,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0051
2020,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0052
2021,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,|,,,0.0052
2022,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.005
2023,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0055
2024,Prozent,Sexuelle Belästigung,60 Jahre und älter,Weiblich,,,,0.0054
2010,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.0008
2011,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.001
2012,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.0008
2013,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.0007
2014,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.0008
2015,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.001
2016,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.0008
2017,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.0009
2018,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.0012
2019,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.0007
2020,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.0011
2021,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,|,0,,0.0009
2022,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.001
2023,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.0015
2024,Prozent,Sexuelle Belästigung,60 Jahre und älter,Männlich,0,,,0.0015
